D0,INLANDAUSLAND,WAEHRUNG,BANKENGRUPPE,date,value
TOT1,T,EUR,G15,2001-11-01,98522
TOT1,T,EUR,G15,2001-12-01,96484
TOT1,T,EUR,G15,2002-01-01,104665
TOT1,T,EUR,G15,2002-02-01,104260
TOT1,T,EUR,G15,2002-03-01,96405
TOT1,T,EUR,G15,2002-04-01,108578
TOT1,T,EUR,G15,2002-05-01,121465
TOT1,T,EUR,G15,2002-06-01,97822
TOT1,T,EUR,G15,2002-07-01,94102
TOT1,T,EUR,G15,2002-08-01,98438
TOT1,T,EUR,G15,2002-09-01,105985
TOT1,T,EUR,G15,2002-10-01,107587
TOT1,T,EUR,G15,2002-11-01,120823
TOT1,T,EUR,G15,2002-12-01,113493
TOT1,T,EUR,G15,2003-01-01,115625
TOT1,T,EUR,G15,2003-02-01,111296
TOT1,T,EUR,G15,2003-03-01,133771
TOT1,T,EUR,G15,2003-04-01,132824
TOT1,T,EUR,G15,2003-05-01,139328
TOT1,T,EUR,G15,2003-06-01,139959
TOT1,T,EUR,G15,2003-07-01,137534
TOT1,T,EUR,G15,2003-08-01,148712
TOT1,T,EUR,G15,2003-09-01,147615
TOT1,T,EUR,G15,2003-10-01,148294
TOT1,T,EUR,G15,2003-11-01,144768
TOT1,T,EUR,G15,2003-12-01,153719
TOT1,T,EUR,G15,2004-01-01,176485
TOT1,T,EUR,G15,2004-02-01,159621
TOT1,T,EUR,G15,2004-03-01,147410
TOT1,T,EUR,G15,2004-04-01,158440
TOT1,T,EUR,G15,2004-05-01,169253
TOT1,T,EUR,G15,2004-06-01,162136
TOT1,T,EUR,G15,2004-07-01,162211
TOT1,T,EUR,G15,2004-08-01,150078
TOT1,T,EUR,G15,2004-09-01,145022
TOT1,T,EUR,G15,2004-10-01,151369
TOT1,T,EUR,G15,2004-11-01,161456
TOT1,T,EUR,G15,2004-12-01,155262
TOT1,T,EUR,G15,2005-01-01,166506
TOT1,T,EUR,G15,2005-02-01,164134
TOT1,T,EUR,G15,2005-03-01,170338
TOT1,T,EUR,G15,2005-04-01,182667
TOT1,T,EUR,G15,2005-05-01,183381
TOT1,T,EUR,G15,2005-06-01,182272
TOT1,T,EUR,G15,2005-07-01,182914
TOT1,T,EUR,G15,2005-08-01,170593
TOT1,T,EUR,G15,2005-09-01,171196
TOT1,T,EUR,G15,2005-10-01,181232
TOT1,T,EUR,G15,2005-11-01,165829
TOT1,T,EUR,G15,2005-12-01,160496
TOT1,T,EUR,G15,2006-01-01,177342
TOT1,T,EUR,G15,2006-02-01,166924
TOT1,T,EUR,G15,2006-03-01,177476
TOT1,T,EUR,G15,2006-04-01,206240
TOT1,T,EUR,G15,2006-05-01,208417
TOT1,T,EUR,G15,2006-06-01,207288
TOT1,T,EUR,G15,2006-07-01,186872
TOT1,T,EUR,G15,2006-08-01,187890
TOT1,T,EUR,G15,2006-09-01,187639
TOT1,T,EUR,G15,2006-10-01,208775
TOT1,T,EUR,G15,2006-11-01,190064
TOT1,T,EUR,G15,2006-12-01,206677
TOT1,T,EUR,G15,2007-01-01,190985
TOT1,T,EUR,G15,2007-02-01,206079
TOT1,T,EUR,G15,2007-03-01,226615
TOT1,T,EUR,G15,2007-04-01,233692
TOT1,T,EUR,G15,2007-05-01,214601
TOT1,T,EUR,G15,2007-06-01,216310
TOT1,T,EUR,G15,2007-07-01,208097
TOT1,T,EUR,G15,2007-08-01,197071
TOT1,T,EUR,G15,2007-09-01,197625
TOT1,T,EUR,G15,2007-10-01,199169
TOT1,T,EUR,G15,2007-11-01,153783
TOT1,T,EUR,G15,2007-12-01,169865
TOT1,T,EUR,G15,2008-01-01,144981
TOT1,T,EUR,G15,2008-02-01,134308
TOT1,T,EUR,G15,2008-03-01,129021
TOT1,T,EUR,G15,2008-04-01,161246
TOT1,T,EUR,G15,2008-05-01,138826
TOT1,T,EUR,G15,2008-06-01,137146
TOT1,T,EUR,G15,2008-07-01,135532
TOT1,T,EUR,G15,2008-08-01,140221
TOT1,T,EUR,G15,2008-09-01,160195
TOT1,T,EUR,G15,2008-10-01,161010
TOT1,T,EUR,G15,2008-11-01,166627
TOT1,T,EUR,G15,2008-12-01,140138
TOT1,T,EUR,G15,2009-01-01,155821
TOT1,T,EUR,G15,2009-02-01,140130
TOT1,T,EUR,G15,2009-03-01,140322
TOT1,T,EUR,G15,2009-04-01,153437
TOT1,T,EUR,G15,2009-05-01,138604
TOT1,T,EUR,G15,2009-06-01,143449
TOT1,T,EUR,G15,2009-07-01,128205
TOT1,T,EUR,G15,2009-08-01,128030
TOT1,T,EUR,G15,2009-09-01,124973
TOT1,T,EUR,G15,2009-10-01,135344
TOT1,T,EUR,G15,2009-11-01,137441
TOT1,T,EUR,G15,2009-12-01,135740
TOT1,T,EUR,G15,2010-01-01,141031
TOT1,T,EUR,G15,2010-02-01,150076
TOT1,T,EUR,G15,2010-03-01,133619
TOT1,T,EUR,G15,2010-04-01,125020
TOT1,T,EUR,G15,2010-05-01,122736
TOT1,T,EUR,G15,2010-06-01,123849
TOT1,T,EUR,G15,2010-07-01,108183
TOT1,T,EUR,G15,2010-08-01,112423
TOT1,T,EUR,G15,2010-09-01,123960
TOT1,T,EUR,G15,2010-10-01,104274
TOT1,T,EUR,G15,2010-11-01,118377
TOT1,T,EUR,G15,2010-12-01,115212
TOT1,T,EUR,G15,2011-01-01,111330
TOT1,T,EUR,G15,2011-02-01,105967
TOT1,T,EUR,G15,2011-03-01,97254
TOT1,T,EUR,G15,2011-04-01,96271
TOT1,T,EUR,G15,2011-05-01,91842
TOT1,T,EUR,G15,2011-06-01,93059
TOT1,T,EUR,G15,2011-07-01,86974
TOT1,T,EUR,G15,2011-08-01,85263
TOT1,T,EUR,G15,2011-09-01,90845
TOT1,T,EUR,G15,2011-10-01,91173
TOT1,T,EUR,G15,2011-11-01,92807
TOT1,T,EUR,G15,2011-12-01,101506
TOT1,T,EUR,G15,2012-01-01,113419
TOT1,T,EUR,G15,2012-02-01,111096
TOT1,T,EUR,G15,2012-03-01,105993
TOT1,T,EUR,G15,2012-04-01,112075
TOT1,T,EUR,G15,2012-05-01,106516
TOT1,T,EUR,G15,2012-06-01,105857
TOT1,T,EUR,G15,2012-07-01,113975
TOT1,T,EUR,G15,2012-08-01,110785
TOT1,T,EUR,G15,2012-09-01,107423
TOT1,T,EUR,G15,2012-10-01,101952
TOT1,T,EUR,G15,2012-11-01,98620
TOT1,T,EUR,G15,2012-12-01,92908
TOT1,T,EUR,G15,2013-01-01,90591
TOT1,T,EUR,G15,2013-02-01,87770
TOT1,T,EUR,G15,2013-03-01,93194
TOT1,T,EUR,G15,2013-04-01,95675
TOT1,T,EUR,G15,2013-05-01,98701
TOT1,T,EUR,G15,2013-06-01,96811
TOT1,T,EUR,G15,2013-07-01,95678
TOT1,T,EUR,G15,2013-08-01,96892
TOT1,T,EUR,G15,2013-09-01,97315
TOT1,T,EUR,G15,2013-10-01,101106
TOT1,T,EUR,G15,2013-11-01,102087
TOT1,T,EUR,G15,2013-12-01,100841
TOT1,T,EUR,G15,2014-01-01,101631
TOT1,T,EUR,G15,2014-02-01,103008
TOT1,T,EUR,G15,2014-03-01,100487
TOT1,T,EUR,G15,2014-04-01,99913
TOT1,T,EUR,G15,2014-05-01,97748
TOT1,T,EUR,G15,2014-06-01,97852
TOT1,T,EUR,G15,2014-07-01,98564
TOT1,T,EUR,G15,2014-08-01,101445
TOT1,T,EUR,G15,2014-09-01,102649
TOT1,T,EUR,G15,2014-10-01,101447
TOT1,T,EUR,G15,2014-11-01,101114
TOT1,T,EUR,G15,2014-12-01,98073
TOT1,T,EUR,G15,2015-01-01,88915
TOT1,T,EUR,G15,2015-02-01,118577
TOT1,T,EUR,G15,2015-03-01,105096
TOT1,T,EUR,G15,2015-04-01,111126
TOT1,T,EUR,G15,2015-05-01,109968
TOT1,T,EUR,G15,2015-06-01,98429
TOT1,T,EUR,G15,2015-07-01,102714
TOT1,T,EUR,G15,2015-08-01,97092
TOT1,T,EUR,G15,2015-09-01,94912
TOT1,T,EUR,G15,2015-10-01,93157
TOT1,T,EUR,G15,2015-11-01,96607.740506939
TOT1,T,EUR,G15,2015-12-01,90325.798237629
TOT1,T,EUR,G15,2016-01-01,95445.08172737899
TOT1,T,EUR,G15,2016-02-01,93329.265278869
TOT1,T,EUR,G15,2016-03-01,93568.544544449
TOT1,T,EUR,G15,2016-04-01,97445.717090349
TOT1,T,EUR,G15,2016-05-01,98251.796964099
TOT1,T,EUR,G15,2016-06-01,98320.941898559
TOT1,T,EUR,G15,2016-07-01,96341.32711883899
TOT1,T,EUR,G15,2016-08-01,97984.181169809
TOT1,T,EUR,G15,2016-09-01,99326.178896799
TOT1,T,EUR,G15,2016-10-01,99073.992703729
TOT1,T,EUR,G15,2016-11-01,104708.195159769
TOT1,T,EUR,G15,2016-12-01,102256.011957919
TOT1,T,EUR,G15,2017-01-01,100810.26417127899
TOT1,T,EUR,G15,2017-02-01,105682.67307114901
TOT1,T,EUR,G15,2017-03-01,105883.072439709
TOT1,T,EUR,G15,2017-04-01,104468.419286199
TOT1,T,EUR,G15,2017-05-01,107112.430876299
TOT1,T,EUR,G15,2017-06-01,105254.764875349
TOT1,T,EUR,G15,2017-07-01,108739.426396169
TOT1,T,EUR,G15,2017-08-01,107234.36946355901
TOT1,T,EUR,G15,2017-09-01,101200.637705999
TOT1,T,EUR,G15,2017-10-01,97509.29637542902
TOT1,T,EUR,G15,2017-11-01,104125.618955517
TOT1,T,EUR,G15,2017-12-01,111137.184158687
TOT1,T,EUR,G15,2018-01-01,106998.924912187
TOT1,T,EUR,G15,2018-02-01,124850.426374187
TOT1,T,EUR,G15,2018-03-01,125127.592818657
TOT1,T,EUR,G15,2018-04-01,128011.834067891
TOT1,T,EUR,G15,2018-05-01,127301.23371073701
TOT1,T,EUR,G15,2018-06-01,125430.91350677802
TOT1,T,EUR,G15,2018-07-01,130088.980477747
TOT1,T,EUR,G15,2018-08-01,114577.95687628201
TOT1,T,EUR,G15,2018-09-01,123556.972799468
TOT1,T,EUR,G15,2018-10-01,119805.17470820699
TOT1,T,EUR,G15,2018-11-01,112170.80199647599
TOT1,T,EUR,G15,2018-12-01,106235.284542807
TOT1,T,EUR,G15,2019-01-01,106730.762860258
TOT1,T,EUR,G15,2019-02-01,105261.678634078
TOT1,T,EUR,G15,2019-03-01,104025.913890788
TOT1,T,EUR,G15,2019-04-01,103980.427971304
TOT1,T,EUR,G15,2019-05-01,101008.438639178
TOT1,T,EUR,G15,2019-06-01,98958.729358393
TOT1,T,EUR,G15,2019-07-01,103084.794711717
TOT1,T,EUR,G15,2019-08-01,101774.11584516699
TOT1,T,EUR,G15,2019-09-01,104943.35507651701
TOT1,T,EUR,G15,2019-10-01,98564.219872151
TOT1,T,EUR,G15,2019-11-01,105612.52115421901
TOT1,T,EUR,G15,2019-12-01,95398.062785924
TOT1,T,EUR,G15,2020-01-01,101642.536383346
TOT1,T,EUR,G15,2020-02-01,102099.809198038
TOT1,T,EUR,G15,2020-03-01,105779.856433568
TOT1,T,EUR,G15,2020-04-01,103041.517831288
TOT1,T,EUR,G15,2020-05-01,104403.731270256
TOT1,T,EUR,G15,2020-06-01,105026.529519128
TOT1,T,EUR,G15,2020-07-01,99537.39450557099
TOT1,T,EUR,G15,2020-08-01,97293.398605628
TOT1,T,EUR,G15,2020-09-01,97854.83637113399
TOT1,T,EUR,G15,2020-10-01,96853.41150253301
TOT1,T,EUR,G15,2020-11-01,101519.64846424399
TOT1,T,EUR,G15,2020-12-01,102025.571181028
TOT1,T,EUR,G15,2021-01-01,105371.187019045
TOT1,T,EUR,G15,2021-02-01,107969.478643485
TOT1,T,EUR,G15,2021-03-01,112375.780039481
TOT1,T,EUR,G15,2021-04-01,107105.772931646
TOT1,T,EUR,G15,2021-05-01,111248.54476840999
TOT1,T,EUR,G15,2021-06-01,114100.24515487801
TOT1,T,EUR,G15,2021-07-01,112948.810592546
TOT1,T,EUR,G15,2021-08-01,115079.95939301801
TOT1,T,EUR,G15,2021-09-01,113444.62570221799
TOT1,T,EUR,G15,2021-10-01,112186.32535456901
TOT1,T,EUR,G15,2021-11-01,114637.52623428502
TOT1,T,EUR,G15,2021-12-01,117956.00105078299
TOT1,T,EUR,G15,2022-01-01,116688.766818221
TOT1,T,EUR,G15,2022-02-01,113257.978280036
TOT1,T,EUR,G15,2022-03-01,111142.022118594
TOT1,T,EUR,G15,2022-04-01,116547.516521144
TOT1,T,EUR,G15,2022-05-01,113234.83832064201
TOT1,T,EUR,G15,2022-06-01,112710.46469586299
TOT1,T,EUR,G15,2022-07-01,114000.590866641
TOT1,T,EUR,G15,2022-08-01,116673.433319362
TOT1,T,EUR,G15,2022-09-01,113667.156415355
TOT1,T,EUR,G15,2022-10-01,112557.335965128
TOT1,T,EUR,G15,2022-11-01,118736.190275162
TOT1,T,EUR,G15,2022-12-01,117249.833214255
TOT1,T,EUR,G15,2023-01-01,123327.09157592499
TOT1,T,EUR,G15,2023-02-01,119396.527923061
TOT1,T,EUR,G15,2023-03-01,102496.869629023
TOT1,T,EUR,G15,2023-04-01,100120.78359479
TOT1,T,EUR,G15,2023-05-01,109976.007912339
TOT1,T,T,A40,1987-12-01,729926
TOT1,T,T,A40,1988-01-01,736952
TOT1,T,T,A40,1988-02-01,741363
TOT1,T,T,A40,1988-03-01,743639
TOT1,T,T,A40,1988-04-01,738115
TOT1,T,T,A40,1988-05-01,751037
TOT1,T,T,A40,1988-06-01,762801
TOT1,T,T,A40,1988-07-01,758377
TOT1,T,T,A40,1988-08-01,762402
TOT1,T,T,A40,1988-09-01,772872
TOT1,T,T,A40,1988-10-01,770667
TOT1,T,T,A40,1988-11-01,778992
TOT1,T,T,A40,1988-12-01,778226
TOT1,T,T,A40,1989-01-01,795211
TOT1,T,T,A40,1989-02-01,790805
TOT1,T,T,A40,1989-03-01,800415
TOT1,T,T,A40,1989-04-01,809735
TOT1,T,T,A40,1989-05-01,818210
TOT1,T,T,A40,1989-06-01,818002
TOT1,T,T,A40,1989-07-01,811690
TOT1,T,T,A40,1989-08-01,819323
TOT1,T,T,A40,1989-09-01,823985
TOT1,T,T,A40,1989-10-01,831104
TOT1,T,T,A40,1989-11-01,845565
TOT1,T,T,A40,1989-12-01,832428
TOT1,T,T,A40,1990-01-01,843973
TOT1,T,T,A40,1990-02-01,845834
TOT1,T,T,A40,1990-03-01,852522
TOT1,T,T,A40,1990-04-01,856827
TOT1,T,T,A40,1990-05-01,858320
TOT1,T,T,A40,1990-06-01,860769
TOT1,T,T,A40,1990-07-01,863950
TOT1,T,T,A40,1990-08-01,861396
TOT1,T,T,A40,1990-09-01,871239
TOT1,T,T,A40,1990-10-01,873342
TOT1,T,T,A40,1990-11-01,873960
TOT1,T,T,A40,1990-12-01,861831
TOT1,T,T,A40,1991-01-01,868435
TOT1,T,T,A40,1991-02-01,879424
TOT1,T,T,A40,1991-03-01,886876
TOT1,T,T,A40,1991-04-01,886194
TOT1,T,T,A40,1991-05-01,881902
TOT1,T,T,A40,1991-06-01,892399
TOT1,T,T,A40,1991-07-01,886678
TOT1,T,T,A40,1991-08-01,880802
TOT1,T,T,A40,1991-09-01,888600
TOT1,T,T,A40,1991-10-01,888453
TOT1,T,T,A40,1991-11-01,895489
TOT1,T,T,A40,1991-12-01,884070
TOT1,T,T,A40,1992-01-01,897482
TOT1,T,T,A40,1992-02-01,892977
TOT1,T,T,A40,1992-03-01,895618
TOT1,T,T,A40,1992-04-01,898561
TOT1,T,T,A40,1992-05-01,897393
TOT1,T,T,A40,1992-06-01,895158
TOT1,T,T,A40,1992-07-01,895427
TOT1,T,T,A40,1992-08-01,893272
TOT1,T,T,A40,1992-09-01,908937
TOT1,T,T,A40,1992-10-01,918525
TOT1,T,T,A40,1992-11-01,936355
TOT1,T,T,A40,1992-12-01,912586
TOT1,T,T,A40,1993-01-01,925499
TOT1,T,T,A40,1993-02-01,924427
TOT1,T,T,A40,1993-03-01,927076
TOT1,T,T,A40,1993-04-01,920533
TOT1,T,T,A40,1993-05-01,922282
TOT1,T,T,A40,1993-06-01,934066
TOT1,T,T,A40,1993-07-01,935308
TOT1,T,T,A40,1993-08-01,930603
TOT1,T,T,A40,1993-09-01,931727
TOT1,T,T,A40,1993-10-01,956284
TOT1,T,T,A40,1993-11-01,965404
TOT1,T,T,A40,1993-12-01,966405
TOT1,T,T,A40,1994-01-01,981963
TOT1,T,T,A40,1994-02-01,988398
TOT1,T,T,A40,1994-03-01,994630
TOT1,T,T,A40,1994-04-01,991567
TOT1,T,T,A40,1994-05-01,989604
TOT1,T,T,A40,1994-06-01,988889
TOT1,T,T,A40,1994-07-01,997381
TOT1,T,T,A40,1994-08-01,989606
TOT1,T,T,A40,1994-09-01,989925
TOT1,T,T,A40,1994-10-01,992925
TOT1,T,T,A40,1994-11-01,1009136
TOT1,T,T,A40,1994-12-01,993633
TOT1,T,T,A40,1995-01-01,1003509
TOT1,T,T,A40,1995-02-01,998882
TOT1,T,T,A40,1995-03-01,998633
TOT1,T,T,A40,1995-04-01,993097
TOT1,T,T,A40,1995-05-01,991114
TOT1,T,T,A40,1995-06-01,995995
TOT1,T,T,A40,1995-07-01,994680
TOT1,T,T,A40,1995-08-01,1001659
TOT1,T,T,A40,1995-09-01,1000934
TOT1,T,T,A40,1995-10-01,996874
TOT1,T,T,A40,1995-11-01,1020243
TOT1,T,T,A40,1995-12-01,1015341
TOT1,T,T,A40,1996-01-01,1044805
TOT1,T,T,A40,1996-02-01,1038368
TOT1,T,T,A40,1996-03-01,1051210
TOT1,T,T,A40,1996-04-01,1074899
TOT1,T,T,A40,1996-05-01,1077224
TOT1,T,T,A40,1996-06-01,1093519
TOT1,T,T,A40,1996-07-01,1080753
TOT1,T,T,A40,1996-08-01,1067266
TOT1,T,T,A40,1996-09-01,1098983
TOT1,T,T,A40,1996-10-01,1098943
TOT1,T,T,A40,1996-11-01,1127277
TOT1,T,T,A40,1996-12-01,1151618
TOT1,T,T,A40,1997-01-01,1228855
TOT1,T,T,A40,1997-02-01,1240888
TOT1,T,T,A40,1997-03-01,1225868
TOT1,T,T,A40,1997-04-01,1235194
TOT1,T,T,A40,1997-05-01,1242215
TOT1,T,T,A40,1997-06-01,1270265
TOT1,T,T,A40,1997-07-01,1306017
TOT1,T,T,A40,1997-08-01,1257207
TOT1,T,T,A40,1997-09-01,1256258
TOT1,T,T,A40,1997-10-01,1257904
TOT1,T,T,A40,1997-11-01,1268451
TOT1,T,T,A40,1997-12-01,1301278
TOT1,T,T,A40,1998-01-01,1307236
TOT1,T,T,A40,1998-02-01,1297383
TOT1,T,T,A40,1998-03-01,1359045
TOT1,T,T,A40,1998-04-01,1334405
TOT1,T,T,A40,1998-05-01,1355532
TOT1,T,T,A40,1998-06-01,1414500
TOT1,T,T,A40,1998-07-01,1405606
TOT1,T,T,A40,1998-08-01,1398982
TOT1,T,T,A40,1998-09-01,1381825
TOT1,T,T,A40,1998-10-01,1415233
TOT1,T,T,A40,1998-11-01,1418372
TOT1,T,T,A40,1998-12-01,1367646
TOT1,T,T,A40,1999-01-01,1420945
TOT1,T,T,A40,1999-02-01,1414022
TOT1,T,T,A40,1999-03-01,1454795
TOT1,T,T,A40,1999-04-01,1485394
TOT1,T,T,A40,1999-05-01,1517755
TOT1,T,T,A40,1999-06-01,1530794
TOT1,T,T,A40,1999-07-01,1511342
TOT1,T,T,A40,1999-08-01,1511058
TOT1,T,T,A40,1999-09-01,1561280
TOT1,T,T,A40,1999-10-01,1561903
TOT1,T,T,A40,1999-11-01,1655476
TOT1,T,T,A40,1999-12-01,1670180
TOT1,T,T,A40,2000-01-01,1677751
TOT1,T,T,A40,2000-02-01,1736613
TOT1,T,T,A40,2000-03-01,1844856
TOT1,T,T,A40,2000-04-01,1822015
TOT1,T,T,A40,2000-05-01,1759883
TOT1,T,T,A40,2000-06-01,1665529
TOT1,T,T,A40,2000-07-01,1688400
TOT1,T,T,A40,2000-08-01,1702823
TOT1,T,T,A40,2000-09-01,1753608
TOT1,T,T,A40,2000-10-01,1804479
TOT1,T,T,A40,2000-11-01,1746380
TOT1,T,T,A40,2000-12-01,1654318
TOT1,T,T,A40,2001-01-01,1685753
TOT1,T,T,A40,2001-02-01,1695367
TOT1,T,T,A40,2001-03-01,1720547
TOT1,T,T,A40,2001-04-01,1685213
TOT1,T,T,A40,2001-05-01,1781377
TOT1,T,T,A40,2001-06-01,1700481
TOT1,T,T,A40,2001-07-01,1601763
TOT1,T,T,A40,2001-08-01,1581464
TOT1,T,T,A40,2001-09-01,1571084
TOT1,T,T,A40,2001-10-01,1589507
TOT1,T,T,A40,2001-11-01,1689194
TOT1,T,T,A40,2001-12-01,1621518
TOT1,T,T,A40,2002-01-01,1660037
TOT1,T,T,A40,2002-02-01,1685439
TOT1,T,T,A40,2002-03-01,1671466
TOT1,T,T,A40,2002-04-01,1743754
TOT1,T,T,A40,2002-05-01,1735320
TOT1,T,T,A40,2002-06-01,1667637
TOT1,T,T,A40,2002-07-01,1592611
TOT1,T,T,A40,2002-08-01,1612372
TOT1,T,T,A40,2002-09-01,1620067
TOT1,T,T,A40,2002-10-01,1734455
TOT1,T,T,A40,2002-11-01,1693500
TOT1,T,T,A40,2002-12-01,1649522
TOT1,T,T,A40,2003-01-01,1603904
TOT1,T,T,A40,2003-02-01,1600490
TOT1,T,T,A40,2003-03-01,1638614
TOT1,T,T,A40,2003-04-01,1625363
TOT1,T,T,A40,2003-05-01,1674171
TOT1,T,T,A40,2003-06-01,1691751
TOT1,T,T,A40,2003-07-01,1653385
TOT1,T,T,A40,2003-08-01,1663280
TOT1,T,T,A40,2003-09-01,1674048
TOT1,T,T,A40,2003-10-01,1641400
TOT1,T,T,A40,2003-11-01,1668662
TOT1,T,T,A40,2003-12-01,1653812
TOT1,T,T,A40,2004-01-01,1721445
TOT1,T,T,A40,2004-02-01,1782771
TOT1,T,T,A40,2004-03-01,1782709
TOT1,T,T,A40,2004-04-01,1770290
TOT1,T,T,A40,2004-05-01,1759981
TOT1,T,T,A40,2004-06-01,1753211
TOT1,T,T,A40,2004-07-01,1767019
TOT1,T,T,A40,2004-08-01,1736182
TOT1,T,T,A40,2004-09-01,1712145
TOT1,T,T,A40,2004-10-01,1707595
TOT1,T,T,A40,2004-11-01,1746452
TOT1,T,T,A40,2004-12-01,1710467
TOT1,T,T,A40,2005-01-01,1759075
TOT1,T,T,A40,2005-02-01,1778478
TOT1,T,T,A40,2005-03-01,1763829
TOT1,T,T,A40,2005-04-01,1823236
TOT1,T,T,A40,2005-05-01,1837754
TOT1,T,T,A40,2005-06-01,1866231
TOT1,T,T,A40,2005-07-01,1834136
TOT1,T,T,A40,2005-08-01,1887649
TOT1,T,T,A40,2005-09-01,1945302
TOT1,T,T,A40,2005-10-01,1857817
TOT1,T,T,A40,2005-11-01,1983670
TOT1,T,T,A40,2005-12-01,1910783
TOT1,T,T,A40,2006-01-01,1879280
TOT1,T,T,A40,2006-02-01,1937816
TOT1,T,T,A40,2006-03-01,2047269
TOT1,T,T,A40,2006-04-01,2148771
TOT1,T,T,A40,2006-05-01,2156926
TOT1,T,T,A40,2006-06-01,2023158
TOT1,T,T,A40,2006-07-01,2036482
TOT1,T,T,A40,2006-08-01,1984187
TOT1,T,T,A40,2006-09-01,2086780
TOT1,T,T,A40,2006-10-01,2140800
TOT1,T,T,A40,2006-11-01,2081395
TOT1,T,T,A40,2006-12-01,2025017
TOT1,T,T,A40,2007-01-01,2107377
TOT1,T,T,A40,2007-02-01,2219958
TOT1,T,T,A40,2007-03-01,2328526
TOT1,T,T,A40,2007-04-01,2487260
TOT1,T,T,A40,2007-05-01,2530157
TOT1,T,T,A40,2007-06-01,2303765
TOT1,T,T,A40,2007-07-01,2281460
TOT1,T,T,A40,2007-08-01,2303981
TOT1,T,T,A40,2007-09-01,2303285
TOT1,T,T,A40,2007-10-01,2389545
TOT1,T,T,A40,2007-11-01,2379474
TOT1,T,T,A40,2007-12-01,2385102
TOT1,T,T,A40,2008-01-01,2354632
TOT1,T,T,A40,2008-02-01,2337408
TOT1,T,T,A40,2008-03-01,2296947
TOT1,T,T,A40,2008-04-01,2347065
TOT1,T,T,A40,2008-05-01,2141073
TOT1,T,T,A40,2008-06-01,2097484
TOT1,T,T,A40,2008-07-01,2065317
TOT1,T,T,A40,2008-08-01,2095861
TOT1,T,T,A40,2008-09-01,2167407
TOT1,T,T,A40,2008-10-01,2238174
TOT1,T,T,A40,2008-11-01,2265082
TOT1,T,T,A40,2008-12-01,2060416
TOT1,T,T,A40,2009-01-01,2151682
TOT1,T,T,A40,2009-02-01,2132601
TOT1,T,T,A40,2009-03-01,2111154
TOT1,T,T,A40,2009-04-01,2100079
TOT1,T,T,A40,2009-05-01,2063501
TOT1,T,T,A40,2009-06-01,2096577
TOT1,T,T,A40,2009-07-01,2049114
TOT1,T,T,A40,2009-08-01,2036443
TOT1,T,T,A40,2009-09-01,2006910
TOT1,T,T,A40,2009-10-01,1985640
TOT1,T,T,A40,2009-11-01,2013122
TOT1,T,T,A40,2009-12-01,1974688
TOT1,T,T,A40,2010-01-01,2026366
TOT1,T,T,A40,2010-02-01,2057146
TOT1,T,T,A40,2010-03-01,2013866
TOT1,T,T,A40,2010-04-01,2027653
TOT1,T,T,A40,2010-05-01,2137852
TOT1,T,T,A40,2010-06-01,2045668
TOT1,T,T,A40,2010-07-01,2024611
TOT1,T,T,A40,2010-08-01,1990827
TOT1,T,T,A40,2010-09-01,2001486
TOT1,T,T,A40,2010-10-01,1994287
TOT1,T,T,A40,2010-11-01,1991767
TOT1,T,T,A40,2010-12-01,1983347
TOT1,T,T,A40,2011-01-01,1944767
TOT1,T,T,A40,2011-02-01,1961000
TOT1,T,T,A40,2011-03-01,1948931
TOT1,T,T,A40,2011-04-01,1971517
TOT1,T,T,A40,2011-05-01,1940604
TOT1,T,T,A40,2011-06-01,1939417
TOT1,T,T,A40,2011-07-01,1928063
TOT1,T,T,A40,2011-08-01,1996861
TOT1,T,T,A40,2011-09-01,2098348
TOT1,T,T,A40,2011-10-01,2022711
TOT1,T,T,A40,2011-11-01,2074341
TOT1,T,T,A40,2011-12-01,2104373
TOT1,T,T,A40,2012-01-01,2105632
TOT1,T,T,A40,2012-02-01,2105008
TOT1,T,T,A40,2012-03-01,2091651
TOT1,T,T,A40,2012-04-01,2098131
TOT1,T,T,A40,2012-05-01,2189946
TOT1,T,T,A40,2012-06-01,2154753
TOT1,T,T,A40,2012-07-01,2216799
TOT1,T,T,A40,2012-08-01,2231079
TOT1,T,T,A40,2012-09-01,2216717
TOT1,T,T,A40,2012-10-01,2212839
TOT1,T,T,A40,2012-11-01,2200647
TOT1,T,T,A40,2012-12-01,2231251
TOT1,T,T,A40,2013-01-01,2249870
TOT1,T,T,A40,2013-02-01,2267731
TOT1,T,T,A40,2013-03-01,2276872
TOT1,T,T,A40,2013-04-01,2272404
TOT1,T,T,A40,2013-05-01,2280857
TOT1,T,T,A40,2013-06-01,2359400
TOT1,T,T,A40,2013-07-01,2359115
TOT1,T,T,A40,2013-08-01,2378661
TOT1,T,T,A40,2013-09-01,2366970
TOT1,T,T,A40,2013-10-01,2376968
TOT1,T,T,A40,2013-11-01,2383315
TOT1,T,T,A40,2013-12-01,2390677
TOT1,T,T,A40,2014-01-01,2400088
TOT1,T,T,A40,2014-02-01,2400694
TOT1,T,T,A40,2014-03-01,2379190
TOT1,T,T,A40,2014-04-01,2367263
TOT1,T,T,A40,2014-05-01,2373029
TOT1,T,T,A40,2014-06-01,2360830
TOT1,T,T,A40,2014-07-01,2372480
TOT1,T,T,A40,2014-08-01,2404087
TOT1,T,T,A40,2014-09-01,2434093
TOT1,T,T,A40,2014-10-01,2424266
